notes,event_type
"A clash took place in Patae, Yaha, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"A firecracker was detonated near Makkhawan Rangsan Bridge in Bangkok, injuring two people, one of them a journalist. Riot police were retreating from the bridge near Government House to avoid confrontation with demonstrators from the People's Democratic Force to Overthrow Thaksinism when a suspected giant firecracker was thrown toward where a group of reporters and demonstrators were gathering.",Riots
About 500 village and tambon chiefs descended on the Interior Ministry in Bangkok to demand that People's Democratic Reform Committee (PDRC) demonstrators end their blockade and allow ministry officials to return to work.,Protests
"A Buddhist monk and three civilians were shot dead and a policeman and five other civilians wounded in a drive-by shooting in Mae Lan district of Pattani province. The attack occurred on a local road at Ban Mai in tambon Mae Lan as a team of policemen were escorting monks collecting alms. Gunmen riding motorcycles opened fire at them, and they fled as police returned fire. No other details were reported.",Other
"Farmers in the province of Phichit staged a protest against the anti-government movement, blasting its attempt to block the government's efforts to secure funds for the rice pledging program. Hundreds of farmers gathered at a major intersection to express their opposition to the People's Democracy Reform Committee (PDRC), who they believed have been blocking the government's attempt to pay rice farmers for rice pledged under the pledging program.",Protests
"A shooting took place in Tanyong Chueng-nga, Yaring, Pattani. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A shooting took place in Rueso, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 0 injuries and 1 fatalities.",Violence against civilians
A large group of protesting farmers moved their protest from in front of the Commerce Ministry at Sanambin Nam in Nonthaburi to the Justice Ministry at the government offices complex on Chaeng Wattana road in Bangkok. They plan to demonstrate against the government for its failure to pay for rice they pledged under a government program.,Protests
The Network of Students and People for Reform of Thailand (NSPRT) marched in protest from their rally site in Chamai Maruchet bridge near Government House to an undisclosed destination. The march aimed to put pressure on the caretaker government and state officials.,Protests
"On 10 February 2014, a group of People's Democratic Reform Committee (PDRC) demonstrators headed to the Interior Ministry in Phra Nakhon district (PN, Bangkok) to merge with members of the State Enterprises Workers' Relation Confederation, as they were afraid the Centre for Maintaining Peace and Order would try to disperse the demonstrators.",Protests
"A shooting took place in Toteng, Su-ngai Padi, Narathiwat. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 1 injuries and 0 fatalities.",Other
"Arson took place in Tano Maero, Betong, Yala. The incident is thought to be related to insurgent activities. It is unknown what type of weapons were used. There were 0 injuries and 0 fatalities.",Other
"On 10 February 2014, demonstrators under different groups marched in Watthana district (Vadhana, Bangkok) to raise funds for farmers and pressure government officials to side with the demonstrators. The People's Democratic Reform Committee (PDRC) moved from the BTS Ekamai station along Sukhumvit road to their final destination at Asoke intersection.",Protests
A village defense volunteer was killed in a bomb explosion in a rubber plantation in Pattani's Mayo district in Ban Nam Sai. No other details were reported.,Other
Farmers from various provinces rallied today at the National Anti-Corruption Commission (NACC) near the Commerce Ministry in Bangkok to see if the anti-graft agency has made any headway in its probe of the government's rice pledging scheme. The farmers will continue to demonstrate until they receive the payments.,Protests
"A bombing took place in Lubo Yilai, Mayo, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Rata Panyang, Yaring, Pattani. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Bo-ngo, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
A paramilitary ranger and a civilian were injured by a bomb explosion in Narathiwat province in Ban Aiyapae of Cho-airong district. The rangers had been travelling along a road when the homemade bomb was detonated nearby. No other details were reported.,Other
"On Feb 8, six street cleaners working for the Bangkok Metropolitan Administration were wounded, two of them seriously, by a bomb explosion on the median strip on Ratchadamnoen Avenue near Phan Fa bridge in Phra Nakhon District. People's Democratic Force to Overthrow Thaksinism (PEFOT) protesters had earlier been encamped at the site where the explosion occurred.",Other
