notes,event_type
"On 25 April 2018, around a hundred local residents gathered in the Marosi coastal area of Patiala Bawa, West Sumbak, East Nusa Tenggara, to stage a demonstration against a land measurement process by the National Land Agency and a hotel management company. At least 100 police officers and some military were present. When an officer tried to forcefully take a phone being used to record the land measurement process from a demonstrator, several villagers tried to prevent it. The police responded by opening fire without warning and releasing tear gas to disperse the crowd. Two teenage demonstrators were shot, one in the legs, and the other in the stomach and subsequently died. After the event, police release an official statement saying they only used rubber and blank bullets. [size=100]",Protests
"On April 23, in Senayan area (South Jakarta, Jakarta), online drivers held a protest, demanding the parliament and the government to issue a legal standing for their existence.",Protests
"On 6 April 2018, army members came to Mauwa Village, Kamu district, Dogiyai regency, Papua province, and fired at an unknown target. Villagers then blocked the road to demand answers. Military released a warning shot but they continued to prevent vehicles from passing. Police attacked the villagers with teargas and opened fire to disperse them. One villager died following additional torture, and another was injured in the shooting. [size=no report]",Protests
"On 4 April 2018, the Brimob officers searched houses inhabited by students of the Cenderawasih University in Jayapura city, Papua province, and arrested 45 students without a proper warrant, along with laptops, a morning star flag and other political emblems. Students were brought to the police station and the security force members used physical force against some students. At least eight of the arrested students were members of the KNPB.",Violence against civilians
"On 4 April 2018, according to locals, the villagers in Opitawak village in Tembagapura district, Mimika regency, Papua province, raised five flags and gathered below them as military forces approached and indiscriminately opened fire at them. Villagers fled into surrounding forest, while two were killed and at least three were injured.",Protests
"On April 2, in Malang (Malang, East Java), owners of cellular phone shops stage a protested against a Communications and Information Ministry regulation limiting ownership of cellular phone numbers to three per person.",Protests
"On April 2, in Pekanbaru (Pekanbaru, Riau), owners of cellular phone shops stage a protested against a Communications and Information Ministry regulation limiting ownership of cellular phone numbers to three per person.",Protests
"On April 1, in Banti (Mimika , Papua), the Indonesian Military (TNI) clashed with members of the West Papua National Liberation Army, a part of the Free Papua Movement (OPM). One TNI member and a 10-year-old civilian bystander were killed.",Other
"On March 28, in Gambir (Central Jakarta, Jakarta), a group of taxi drivers dubbing themselves as the National Alliance of Online Drivers [Aliando] staged a protest rally protesting the Transportation Minister's Regulation No. 108 Year 2017 on Online Taxi.",Protests
"On March 22, in Merdeka (Central Jakarta, Jakarta), demonstrators protested in front of the City Hall against water privatization. The protesters demanded the governor abide by the Supreme Court's ruling to stop privatization.",Protests
"On March 20, in Karet (South Jakarta, Jakarta), several members from Migrant Care, HRWG, Indonesian migrant workers' union, and migrant worker's network held a protest at the Saudi Arabian Embassy, against the death execution of Muhammad Zaini Misrin.",Protests
"On March 19, in Luwuk (Banggai, Central Sulawesi), at least 26 residents, including a lawyer, a lecturer, students and children clashed with police over evictions and were arrested by the police after the clash. Most of them were arrested for throwing stones at the police and military personnel. There were injuries on both sides.",Riots
"On March 16, in Palmerah (South Jakarta, Jakarta), supporters of the Islamic Defenders Front (FPI) rallied in front of the Tempo building, against Tempo for publishing an insulting caricature of FPI leader Rizieq Shihab.",Protests
"Assumed March 15, in Surakarta city (Surakarta, Central Java), hundreds of Surakarta Sharia Council (DSKS) members staged a rally in front of the entrance to Sriwedari Park complex in protest against a mosque-construction plan.",Protests
"Assumed on March 14, in Menteng (Central Jakarta, Jakarta), a group called Families of Victims of the Indonesia Communist Party staged a protest at the National Commission on Human Rights building against the commission's recent decision to name sympathizers of the now-defunct Indonesia Communist Party (PKI) victims of human rights abuse.",Protests
"On March 14, in Gambir (Central Jakarta, Jakarta), demonstrators protested at the Constitutional Court against the implementation of the Legislative Institutions (MD3) Law. The protesters claimed the law undermined democracy.",Protests
"On 14 March 2018, a Papuan man suffering a mental disorder was brought to the General Hospital in Karubaga town, Tolikara regency, Papua province, where a Brimob officer quickly perceived his emotional outbursts as a disturbance of public order and handcuffed him. The man protested and was beaten repeatedly with a rubber baton.",Violence against civilians
"On March 8, in Lumban Manurun (Toba Samosir, North Sumatra), a group of men visited Mangatas Rudi Napitupulu's house in Lumban Manurung village and attacked him ahead of rally against corruption the next day.",Violence against civilians
"Assumed on March 4, in Tanah Abang (Central Jakarta, Jakarta), public minivan drivers staged protests demanding the reopening of the street, claiming they had experienced declining revenues.",Protests
